LogId,BlockId,Timestamp,Level,Server,Component,PID,Message,FullLog,RootCause,Label
LOG0010465,blk_935389193,2024-01-01 14:32:04,INFO,server-01,mysqld,37791,Config reload successful,2024-01-01 14:32:04 INFO [server-01] mysqld[37791]: Config reload successful,Normal,0
LOG0010466,blk_333456378,2024-01-01 14:32:06,INFO,cache-01,kernel,15311,Health check OK all services running,2024-01-01 14:32:06 INFO [cache-01] kernel[15311]: Health check OK all services running,Normal,0
LOG0010467,blk_660407795,2024-01-01 14:32:11,INFO,db-replica,nginx,9425,Scheduled job completed,2024-01-01 14:32:11 INFO [db-replica] nginx[9425]: Scheduled job completed,Normal,0
LOG0010468,blk_307355291,2024-01-01 14:32:15,ERROR,db-replica,kernel,8440,Network interface eth1 link down,2024-01-01 14:32:15 ERROR [db-replica] kernel[8440]: Network interface eth1 link down,Network Issue,1
LOG0010469,blk_141540990,2024-01-01 14:32:24,WARN,web-01,java-app,35468,Database query executed in 12ms,2024-01-01 14:32:24 WARN [web-01] java-app[35468]: Database query executed in 12ms,Normal,0
LOG0010470,blk_588550875,2024-01-01 14:32:29,INFO,web-02,mysqld,20397,Cache refresh completed,2024-01-01 14:32:29 INFO [web-02] mysqld[20397]: Cache refresh completed,Normal,0
LOG0010471,blk_360557378,2024-01-01 14:32:31,INFO,web-01,mysqld,42346,Scheduled job completed,2024-01-01 14:32:31 INFO [web-01] mysqld[42346]: Scheduled job completed,Normal,0
LOG0010472,blk_510184037,2024-01-01 14:32:35,ERROR,cache-01,java-app,31837,SMART error disk health critical,2024-01-01 14:32:35 ERROR [cache-01] java-app[31837]: SMART error disk health critical,Disk Failure,1
LOG0010473,blk_314355839,2024-01-01 14:32:42,INFO,cache-01,mysqld,36197,Cache refresh completed,2024-01-01 14:32:42 INFO [cache-01] mysqld[36197]: Cache refresh completed,Normal,0
LOG0010474,blk_408311338,2024-01-01 14:32:45,WARN,app-server,java-app,30782,Database query executed in 12ms,2024-01-01 14:32:45 WARN [app-server] java-app[30782]: Database query executed in 12ms,Normal,0
LOG0010475,blk_482283411,2024-01-01 14:32:50,INFO,cache-01,sshd,34737,Scheduled job completed,2024-01-01 14:32:50 INFO [cache-01] sshd[34737]: Scheduled job completed,Normal,0
LOG0010476,blk_584867913,2024-01-01 14:32:55,WARN,db-primary,kernel,4213,Database query executed in 12ms,2024-01-01 14:32:55 WARN [db-primary] kernel[4213]: Database query executed in 12ms,Normal,0
LOG0010477,blk_623453733,2024-01-01 14:33:04,INFO,cache-01,cron,55007,Scheduled job completed,2024-01-01 14:33:04 INFO [cache-01] cron[55007]: Scheduled job completed,Normal,0
LOG0010478,blk_200796564,2024-01-01 14:33:05,WARN,server-01,mysqld,26855,Config reload successful,2024-01-01 14:33:05 WARN [server-01] mysqld[26855]: Config reload successful,Normal,0
LOG0010479,blk_528681373,2024-01-01 14:33:14,WARN,db-primary,cron,55313,Database query executed in 12ms,2024-01-01 14:33:14 WARN [db-primary] cron[55313]: Database query executed in 12ms,Normal,0
LOG0010480,blk_677966795,2024-01-01 14:33:19,DEBUG,cache-01,nginx,26938,Backup completed successfully,2024-01-01 14:33:19 DEBUG [cache-01] nginx[26938]: Backup completed successfully,Normal,0
LOG0010481,blk_143206325,2024-01-01 14:33:24,INFO,server-02,java-app,24803,Memory usage normal 45 percent,2024-01-01 14:33:24 INFO [server-02] java-app[24803]: Memory usage normal 45 percent,Normal,0
LOG0010482,blk_413071786,2024-01-01 14:33:27,DEBUG,db-primary,mysqld,64702,API request processed 200 OK,2024-01-01 14:33:27 DEBUG [db-primary] mysqld[64702]: API request processed 200 OK,Normal,0
LOG0010483,blk_937919209,2024-01-01 14:33:32,INFO,app-server,systemd,31380,User login successful,2024-01-01 14:33:32 INFO [app-server] systemd[31380]: User login successful,Normal,0
LOG0010484,blk_624996517,2024-01-01 14:33:37,INFO,cache-01,cron,52827,Network throughput normal,2024-01-01 14:33:37 INFO [cache-01] cron[52827]: Network throughput normal,Normal,0
LOG0010485,blk_659231369,2024-01-01 14:33:41,WARN,web-01,java-app,5887,User login successful,2024-01-01 14:33:41 WARN [web-01] java-app[5887]: User login successful,Normal,0
LOG0010486,blk_736318234,2024-01-01 14:33:45,WARN,db-replica,sshd,27666,Cache refresh completed,2024-01-01 14:33:45 WARN [db-replica] sshd[27666]: Cache refresh completed,Normal,0
LOG0010487,blk_347010756,2024-01-01 14:33:53,WARN,cache-01,java-app,34981,API request processed 200 OK,2024-01-01 14:33:53 WARN [cache-01] java-app[34981]: API request processed 200 OK,Normal,0
LOG0010488,blk_743634660,2024-01-01 14:33:56,INFO,app-server,cron,12536,Backup completed successfully,2024-01-01 14:33:56 INFO [app-server] cron[12536]: Backup completed successfully,Normal,0
LOG0010489,blk_315321024,2024-01-01 14:34:04,INFO,server-01,network-manager,32084,Config reload successful,2024-01-01 14:34:04 INFO [server-01] network-manager[32084]: Config reload successful,Normal,0
LOG0010490,blk_856314717,2024-01-01 14:34:08,INFO,cache-01,nginx,31080,Network throughput normal,2024-01-01 14:34:08 INFO [cache-01] nginx[31080]: Network throughput normal,Normal,0
LOG0010491,blk_828458867,2024-01-01 14:34:13,ERROR,web-02,nginx,33438,Database connection pool exhausted,2024-01-01 14:34:13 ERROR [web-02] nginx[33438]: Database connection pool exhausted,Application Crash,1
LOG0010492,blk_239709283,2024-01-01 14:34:19,INFO,server-02,java-app,19548,Memory usage normal 45 percent,2024-01-01 14:34:19 INFO [server-02] java-app[19548]: Memory usage normal 45 percent,Normal,0
LOG0010493,blk_280857897,2024-01-01 14:34:21,WARN,db-primary,mysqld,29203,Network throughput normal,2024-01-01 14:34:21 WARN [db-primary] mysqld[29203]: Network throughput normal,Normal,0
LOG0010494,blk_479966090,2024-01-01 14:34:25,INFO,server-02,kernel,27966,Database query executed in 12ms,2024-01-01 14:34:25 INFO [server-02] kernel[27966]: Database query executed in 12ms,Normal,0
LOG0010495,blk_193379689,2024-01-01 14:34:33,ERROR,cache-01,cron,48824,Packet loss 40 percent on eth0,2024-01-01 14:34:33 ERROR [cache-01] cron[48824]: Packet loss 40 percent on eth0,Network Issue,1
LOG0010496,blk_555812245,2024-01-01 14:34:38,INFO,cache-01,mysqld,63491,Cache refresh completed,2024-01-01 14:34:38 INFO [cache-01] mysqld[63491]: Cache refresh completed,Normal,0
LOG0010497,blk_874532518,2024-01-01 14:34:42,INFO,app-server,nginx,42739,Memory usage normal 45 percent,2024-01-01 14:34:42 INFO [app-server] nginx[42739]: Memory usage normal 45 percent,Normal,0
LOG0010498,blk_799609748,2024-01-01 14:34:49,DEBUG,app-server,nginx,45344,Database query executed in 12ms,2024-01-01 14:34:49 DEBUG [app-server] nginx[45344]: Database query executed in 12ms,Normal,0
LOG0010499,blk_148561916,2024-01-01 14:34:50,DEBUG,server-02,kernel,30753,API request processed 200 OK,2024-01-01 14:34:50 DEBUG [server-02] kernel[30753]: API request processed 200 OK,Normal,0
LOG0010500,blk_681933161,2024-01-01 14:34:59,INFO,app-server,systemd,28396,Health check OK all services running,2024-01-01 14:34:59 INFO [app-server] systemd[28396]: Health check OK all services running,Normal,0
LOG0010501,blk_499754245,2024-01-01 14:35:04,INFO,db-primary,mysqld,41123,Config reload successful,2024-01-01 14:35:04 INFO [db-primary] mysqld[41123]: Config reload successful,Normal,0
LOG0010502,blk_940297881,2024-01-01 14:35:05,WARN,db-replica,network-manager,1785,Memory usage normal 45 percent,2024-01-01 14:35:05 WARN [db-replica] network-manager[1785]: Memory usage normal 45 percent,Normal,0
LOG0010503,blk_977522452,2024-01-01 14:35:11,INFO,server-01,kernel,1078,Database query executed in 12ms,2024-01-01 14:35:11 INFO [server-01] kernel[1078]: Database query executed in 12ms,Normal,0
LOG0010504,blk_323373310,2024-01-01 14:35:17,INFO,db-replica,network-manager,64568,Health check OK all services running,2024-01-01 14:35:17 INFO [db-replica] network-manager[64568]: Health check OK all services running,Normal,0
LOG0010505,blk_111837979,2024-01-01 14:35:21,INFO,db-primary,nginx,35699,Config reload successful,2024-01-01 14:35:21 INFO [db-primary] nginx[35699]: Config reload successful,Normal,0
LOG0010506,blk_828528106,2024-01-01 14:35:29,INFO,server-01,java-app,51008,Network throughput normal,2024-01-01 14:35:29 INFO [server-01] java-app[51008]: Network throughput normal,Normal,0
LOG0010507,blk_226876758,2024-01-01 14:35:31,WARN,app-server,java-app,25727,Config reload successful,2024-01-01 14:35:31 WARN [app-server] java-app[25727]: Config reload successful,Normal,0
LOG0010508,blk_123711950,2024-01-01 14:35:36,WARN,web-01,systemd,26705,API request processed 200 OK,2024-01-01 14:35:36 WARN [web-01] systemd[26705]: API request processed 200 OK,Normal,0
LOG0010509,blk_407137606,2024-01-01 14:35:40,INFO,db-primary,sshd,48862,Health check OK all services running,2024-01-01 14:35:40 INFO [db-primary] sshd[48862]: Health check OK all services running,Normal,0
LOG0010510,blk_709072070,2024-01-01 14:35:46,WARN,db-replica,mysqld,34767,User login successful,2024-01-01 14:35:46 WARN [db-replica] mysqld[34767]: User login successful,Normal,0
LOG0010511,blk_586487298,2024-01-01 14:35:54,INFO,cache-01,mysqld,65324,Cache refresh completed,2024-01-01 14:35:54 INFO [cache-01] mysqld[65324]: Cache refresh completed,Normal,0
LOG0010512,blk_960878668,2024-01-01 14:35:58,WARN,app-server,mysqld,2426,User login successful,2024-01-01 14:35:58 WARN [app-server] mysqld[2426]: User login successful,Normal,0
LOG0010513,blk_222268524,2024-01-01 14:36:00,INFO,server-01,mysqld,17012,User login successful,2024-01-01 14:36:00 INFO [server-01] mysqld[17012]: User login successful,Normal,0
LOG0010514,blk_456051217,2024-01-01 14:36:05,WARN,web-02,java-app,45026,Config reload successful,2024-01-01 14:36:05 WARN [web-02] java-app[45026]: Config reload successful,Normal,0
LOG0010515,blk_563121950,2024-01-01 14:36:14,ERROR,db-replica,kernel,55120,Memory usage exceeded 95 percent,2024-01-01 14:36:14 ERROR [db-replica] kernel[55120]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0010516,blk_676461413,2024-01-01 14:36:16,DEBUG,web-02,cron,22294,Cache refresh completed,2024-01-01 14:36:16 DEBUG [web-02] cron[22294]: Cache refresh completed,Normal,0
LOG0010517,blk_151666933,2024-01-01 14:36:20,DEBUG,server-02,sshd,49863,Memory usage normal 45 percent,2024-01-01 14:36:20 DEBUG [server-02] sshd[49863]: Memory usage normal 45 percent,Normal,0
LOG0010518,blk_372305640,2024-01-01 14:36:27,WARN,web-02,network-manager,43871,Network throughput normal,2024-01-01 14:36:27 WARN [web-02] network-manager[43871]: Network throughput normal,Normal,0
LOG0010519,blk_568611338,2024-01-01 14:36:31,INFO,web-01,systemd,2908,Network throughput normal,2024-01-01 14:36:31 INFO [web-01] systemd[2908]: Network throughput normal,Normal,0
LOG0010520,blk_121516491,2024-01-01 14:36:35,WARN,web-02,nginx,6849,Config reload successful,2024-01-01 14:36:35 WARN [web-02] nginx[6849]: Config reload successful,Normal,0
LOG0010521,blk_403092351,2024-01-01 14:36:41,DEBUG,server-02,systemd,23734,Memory usage normal 45 percent,2024-01-01 14:36:41 DEBUG [server-02] systemd[23734]: Memory usage normal 45 percent,Normal,0
LOG0010522,blk_157231360,2024-01-01 14:36:46,DEBUG,db-primary,systemd,23105,Config reload successful,2024-01-01 14:36:46 DEBUG [db-primary] systemd[23105]: Config reload successful,Normal,0
LOG0010523,blk_718340296,2024-01-01 14:36:50,WARN,server-02,cron,8409,Config reload successful,2024-01-01 14:36:50 WARN [server-02] cron[8409]: Config reload successful,Normal,0
LOG0010524,blk_773724132,2024-01-01 14:36:59,INFO,db-replica,network-manager,60066,Network throughput normal,2024-01-01 14:36:59 INFO [db-replica] network-manager[60066]: Network throughput normal,Normal,0
LOG0010525,blk_621364303,2024-01-01 14:37:01,WARN,web-02,mysqld,21584,API request processed 200 OK,2024-01-01 14:37:01 WARN [web-02] mysqld[21584]: API request processed 200 OK,Normal,0
LOG0010526,blk_208466658,2024-01-01 14:37:06,WARN,server-02,mysqld,57234,Scheduled job completed,2024-01-01 14:37:06 WARN [server-02] mysqld[57234]: Scheduled job completed,Normal,0
LOG0010527,blk_329620158,2024-01-01 14:37:12,DEBUG,cache-01,nginx,18063,User login successful,2024-01-01 14:37:12 DEBUG [cache-01] nginx[18063]: User login successful,Normal,0
LOG0010528,blk_236317524,2024-01-01 14:37:16,INFO,db-replica,mysqld,15863,Memory usage normal 45 percent,2024-01-01 14:37:16 INFO [db-replica] mysqld[15863]: Memory usage normal 45 percent,Normal,0
LOG0010529,blk_861203784,2024-01-01 14:37:23,WARN,server-01,nginx,48327,Cache refresh completed,2024-01-01 14:37:23 WARN [server-01] nginx[48327]: Cache refresh completed,Normal,0
LOG0010530,blk_990540466,2024-01-01 14:37:25,INFO,server-01,java-app,27327,Memory usage normal 45 percent,2024-01-01 14:37:25 INFO [server-01] java-app[27327]: Memory usage normal 45 percent,Normal,0
LOG0010531,blk_804067093,2024-01-01 14:37:33,ERROR,web-02,kernel,9760,Bad sector detected at block 4096,2024-01-01 14:37:33 ERROR [web-02] kernel[9760]: Bad sector detected at block 4096,Disk Failure,1
LOG0010532,blk_372816026,2024-01-01 14:37:36,ERROR,web-01,mysqld,11307,Write failed no space left on device,2024-01-01 14:37:36 ERROR [web-01] mysqld[11307]: Write failed no space left on device,Disk Failure,1
LOG0010533,blk_366667160,2024-01-01 14:37:44,INFO,app-server,systemd,7727,Network throughput normal,2024-01-01 14:37:44 INFO [app-server] systemd[7727]: Network throughput normal,Normal,0
LOG0010534,blk_286074658,2024-01-01 14:37:45,ERROR,cache-01,kernel,38488,Unhandled exception IndexOutOfBounds,2024-01-01 14:37:45 ERROR [cache-01] kernel[38488]: Unhandled exception IndexOutOfBounds,Application Crash,1
LOG0010535,blk_613793086,2024-01-01 14:37:50,INFO,db-replica,systemd,43483,User login successful,2024-01-01 14:37:50 INFO [db-replica] systemd[43483]: User login successful,Normal,0
LOG0010536,blk_949262578,2024-01-01 14:37:59,WARN,db-replica,systemd,39641,API request processed 200 OK,2024-01-01 14:37:59 WARN [db-replica] systemd[39641]: API request processed 200 OK,Normal,0
LOG0010537,blk_826781941,2024-01-01 14:38:00,INFO,server-02,cron,41252,Database query executed in 12ms,2024-01-01 14:38:00 INFO [server-02] cron[41252]: Database query executed in 12ms,Normal,0
LOG0010538,blk_622534360,2024-01-01 14:38:06,INFO,web-01,network-manager,46798,Config reload successful,2024-01-01 14:38:06 INFO [web-01] network-manager[46798]: Config reload successful,Normal,0
LOG0010539,blk_283751171,2024-01-01 14:38:12,INFO,db-replica,network-manager,17441,Config reload successful,2024-01-01 14:38:12 INFO [db-replica] network-manager[17441]: Config reload successful,Normal,0
LOG0010540,blk_523966783,2024-01-01 14:38:16,DEBUG,web-02,mysqld,13323,Network throughput normal,2024-01-01 14:38:16 DEBUG [web-02] mysqld[13323]: Network throughput normal,Normal,0
LOG0010541,blk_957987861,2024-01-01 14:38:20,WARN,server-02,java-app,30908,API request processed 200 OK,2024-01-01 14:38:20 WARN [server-02] java-app[30908]: API request processed 200 OK,Normal,0
LOG0010542,blk_429231887,2024-01-01 14:38:29,ERROR,server-01,mysqld,23974,Port scan detected from remote host,2024-01-01 14:38:29 ERROR [server-01] mysqld[23974]: Port scan detected from remote host,Security Attack,1
LOG0010543,blk_534241933,2024-01-01 14:38:32,INFO,server-01,java-app,2954,Network throughput normal,2024-01-01 14:38:32 INFO [server-01] java-app[2954]: Network throughput normal,Normal,0
LOG0010544,blk_742617407,2024-01-01 14:38:36,WARN,db-primary,mysqld,26923,Network throughput normal,2024-01-01 14:38:36 WARN [db-primary] mysqld[26923]: Network throughput normal,Normal,0
LOG0010545,blk_541935231,2024-01-01 14:38:42,INFO,server-02,mysqld,32963,Health check OK all services running,2024-01-01 14:38:42 INFO [server-02] mysqld[32963]: Health check OK all services running,Normal,0
LOG0010546,blk_109686781,2024-01-01 14:38:49,DEBUG,cache-01,network-manager,40968,Config reload successful,2024-01-01 14:38:49 DEBUG [cache-01] network-manager[40968]: Config reload successful,Normal,0
LOG0010547,blk_975003593,2024-01-01 14:38:53,ERROR,server-01,network-manager,55472,High latency 2500ms detected,2024-01-01 14:38:53 ERROR [server-01] network-manager[55472]: High latency 2500ms detected,Network Issue,1
LOG0010548,blk_954053691,2024-01-01 14:38:58,INFO,db-replica,network-manager,48033,Config reload successful,2024-01-01 14:38:58 INFO [db-replica] network-manager[48033]: Config reload successful,Normal,0
LOG0010549,blk_403393228,2024-01-01 14:39:02,ERROR,cache-01,java-app,62049,Network interface eth1 link down,2024-01-01 14:39:02 ERROR [cache-01] java-app[62049]: Network interface eth1 link down,Network Issue,1
LOG0010550,blk_452253166,2024-01-01 14:39:05,INFO,web-01,cron,62793,API request processed 200 OK,2024-01-01 14:39:05 INFO [web-01] cron[62793]: API request processed 200 OK,Normal,0
LOG0010551,blk_799625221,2024-01-01 14:39:10,ERROR,web-02,systemd,15583,Disk timeout after 30 seconds,2024-01-01 14:39:10 ERROR [web-02] systemd[15583]: Disk timeout after 30 seconds,Disk Failure,1
LOG0010552,blk_676694672,2024-01-01 14:39:18,WARN,server-02,network-manager,58222,Config reload successful,2024-01-01 14:39:18 WARN [server-02] network-manager[58222]: Config reload successful,Normal,0
LOG0010553,blk_998681704,2024-01-01 14:39:22,INFO,db-replica,systemd,42943,Memory usage normal 45 percent,2024-01-01 14:39:22 INFO [db-replica] systemd[42943]: Memory usage normal 45 percent,Normal,0
LOG0010554,blk_568436750,2024-01-01 14:39:27,WARN,web-01,kernel,18521,Cache refresh completed,2024-01-01 14:39:27 WARN [web-01] kernel[18521]: Cache refresh completed,Normal,0
LOG0010555,blk_480741524,2024-01-01 14:39:31,ERROR,web-01,cron,21945,Connection timeout to 192.168.1.1,2024-01-01 14:39:31 ERROR [web-01] cron[21945]: Connection timeout to 192.168.1.1,Network Issue,1
LOG0010556,blk_877477416,2024-01-01 14:39:36,WARN,cache-01,kernel,18717,Scheduled job completed,2024-01-01 14:39:36 WARN [cache-01] kernel[18717]: Scheduled job completed,Normal,0
LOG0010557,blk_860613311,2024-01-01 14:39:44,INFO,app-server,cron,28794,Memory usage normal 45 percent,2024-01-01 14:39:44 INFO [app-server] cron[28794]: Memory usage normal 45 percent,Normal,0
LOG0010558,blk_781357155,2024-01-01 14:39:49,WARN,db-primary,network-manager,41744,Database query executed in 12ms,2024-01-01 14:39:49 WARN [db-primary] network-manager[41744]: Database query executed in 12ms,Normal,0
LOG0010559,blk_659733605,2024-01-01 14:39:54,INFO,db-replica,systemd,38618,Scheduled job completed,2024-01-01 14:39:54 INFO [db-replica] systemd[38618]: Scheduled job completed,Normal,0
LOG0010560,blk_795510802,2024-01-01 14:39:58,INFO,db-replica,cron,24317,Cache refresh completed,2024-01-01 14:39:58 INFO [db-replica] cron[24317]: Cache refresh completed,Normal,0
LOG0010561,blk_674388936,2024-01-01 14:40:01,INFO,server-01,network-manager,48239,Scheduled job completed,2024-01-01 14:40:01 INFO [server-01] network-manager[48239]: Scheduled job completed,Normal,0
LOG0010562,blk_718350016,2024-01-01 14:40:09,INFO,db-primary,network-manager,30796,Backup completed successfully,2024-01-01 14:40:09 INFO [db-primary] network-manager[30796]: Backup completed successfully,Normal,0
LOG0010563,blk_434694972,2024-01-01 14:40:14,DEBUG,app-server,kernel,23290,Scheduled job completed,2024-01-01 14:40:14 DEBUG [app-server] kernel[23290]: Scheduled job completed,Normal,0
LOG0010564,blk_845758380,2024-01-01 14:40:15,INFO,cache-01,nginx,22245,Network throughput normal,2024-01-01 14:40:15 INFO [cache-01] nginx[22245]: Network throughput normal,Normal,0
LOG0010565,blk_139803324,2024-01-01 14:40:20,ERROR,app-server,systemd,19028,Connection timeout to 192.168.1.1,2024-01-01 14:40:20 ERROR [app-server] systemd[19028]: Connection timeout to 192.168.1.1,Network Issue,1
LOG0010566,blk_847139329,2024-01-01 14:40:27,ERROR,web-02,systemd,12668,Swap usage at 100 percent,2024-01-01 14:40:27 ERROR [web-02] systemd[12668]: Swap usage at 100 percent,Memory Overflow,1
LOG0010567,blk_604431622,2024-01-01 14:40:32,INFO,server-02,java-app,3710,Network throughput normal,2024-01-01 14:40:32 INFO [server-02] java-app[3710]: Network throughput normal,Normal,0
LOG0010568,blk_186234607,2024-01-01 14:40:36,INFO,db-replica,cron,19833,Health check OK all services running,2024-01-01 14:40:36 INFO [db-replica] cron[19833]: Health check OK all services running,Normal,0
LOG0010569,blk_386622669,2024-01-01 14:40:44,WARN,web-01,network-manager,58968,Config reload successful,2024-01-01 14:40:44 WARN [web-01] network-manager[58968]: Config reload successful,Normal,0
LOG0010570,blk_125229814,2024-01-01 14:40:48,INFO,web-01,sshd,43734,API request processed 200 OK,2024-01-01 14:40:48 INFO [web-01] sshd[43734]: API request processed 200 OK,Normal,0
LOG0010571,blk_539938278,2024-01-01 14:40:54,INFO,app-server,sshd,13719,Memory usage normal 45 percent,2024-01-01 14:40:54 INFO [app-server] sshd[13719]: Memory usage normal 45 percent,Normal,0
LOG0010572,blk_174182284,2024-01-01 14:40:55,INFO,app-server,sshd,26450,Database query executed in 12ms,2024-01-01 14:40:55 INFO [app-server] sshd[26450]: Database query executed in 12ms,Normal,0
LOG0010573,blk_640038046,2024-01-01 14:41:01,DEBUG,cache-01,java-app,18672,Backup completed successfully,2024-01-01 14:41:01 DEBUG [cache-01] java-app[18672]: Backup completed successfully,Normal,0
LOG0010574,blk_918797444,2024-01-01 14:41:08,WARN,web-02,sshd,36578,Memory usage normal 45 percent,2024-01-01 14:41:08 WARN [web-02] sshd[36578]: Memory usage normal 45 percent,Normal,0
LOG0010575,blk_825005791,2024-01-01 14:41:13,INFO,db-replica,nginx,18265,Config reload successful,2024-01-01 14:41:13 INFO [db-replica] nginx[18265]: Config reload successful,Normal,0
LOG0010576,blk_611813133,2024-01-01 14:41:16,WARN,web-02,systemd,26864,API request processed 200 OK,2024-01-01 14:41:16 WARN [web-02] systemd[26864]: API request processed 200 OK,Normal,0
LOG0010577,blk_911380982,2024-01-01 14:41:21,DEBUG,server-01,systemd,28906,Backup completed successfully,2024-01-01 14:41:21 DEBUG [server-01] systemd[28906]: Backup completed successfully,Normal,0
LOG0010578,blk_628512720,2024-01-01 14:41:27,INFO,db-primary,sshd,5939,Scheduled job completed,2024-01-01 14:41:27 INFO [db-primary] sshd[5939]: Scheduled job completed,Normal,0
LOG0010579,blk_533232412,2024-01-01 14:41:34,ERROR,app-server,mysqld,62235,Port scan detected from remote host,2024-01-01 14:41:34 ERROR [app-server] mysqld[62235]: Port scan detected from remote host,Security Attack,1
LOG0010580,blk_530502411,2024-01-01 14:41:38,INFO,cache-01,network-manager,9924,Config reload successful,2024-01-01 14:41:38 INFO [cache-01] network-manager[9924]: Config reload successful,Normal,0
LOG0010581,blk_936023477,2024-01-01 14:41:41,WARN,cache-01,mysqld,55600,Health check OK all services running,2024-01-01 14:41:41 WARN [cache-01] mysqld[55600]: Health check OK all services running,Normal,0
LOG0010582,blk_525709196,2024-01-01 14:41:45,INFO,db-replica,sshd,3202,Health check OK all services running,2024-01-01 14:41:45 INFO [db-replica] sshd[3202]: Health check OK all services running,Normal,0
LOG0010583,blk_816021522,2024-01-01 14:41:53,ERROR,db-replica,network-manager,62118,OutOfMemoryError Java heap space,2024-01-01 14:41:53 ERROR [db-replica] network-manager[62118]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0010584,blk_817647922,2024-01-01 14:41:57,INFO,db-replica,kernel,50292,Database query executed in 12ms,2024-01-01 14:41:57 INFO [db-replica] kernel[50292]: Database query executed in 12ms,Normal,0
LOG0010585,blk_113040996,2024-01-01 14:42:03,WARN,db-primary,nginx,38605,Database query executed in 12ms,2024-01-01 14:42:03 WARN [db-primary] nginx[38605]: Database query executed in 12ms,Normal,0
LOG0010586,blk_998749291,2024-01-01 14:42:09,WARN,web-02,systemd,1284,Network throughput normal,2024-01-01 14:42:09 WARN [web-02] systemd[1284]: Network throughput normal,Normal,0
LOG0010587,blk_103479252,2024-01-01 14:42:13,INFO,web-01,java-app,10786,API request processed 200 OK,2024-01-01 14:42:13 INFO [web-01] java-app[10786]: API request processed 200 OK,Normal,0
LOG0010588,blk_447003890,2024-01-01 14:42:19,INFO,db-replica,nginx,39836,Health check OK all services running,2024-01-01 14:42:19 INFO [db-replica] nginx[39836]: Health check OK all services running,Normal,0
LOG0010589,blk_413644839,2024-01-01 14:42:22,INFO,web-02,systemd,26389,Scheduled job completed,2024-01-01 14:42:22 INFO [web-02] systemd[26389]: Scheduled job completed,Normal,0
LOG0010590,blk_748240627,2024-01-01 14:42:25,ERROR,db-replica,nginx,14466,Filesystem corruption detected,2024-01-01 14:42:25 ERROR [db-replica] nginx[14466]: Filesystem corruption detected,Disk Failure,1
LOG0010591,blk_312235444,2024-01-01 14:42:31,INFO,cache-01,nginx,45658,Cache refresh completed,2024-01-01 14:42:31 INFO [cache-01] nginx[45658]: Cache refresh completed,Normal,0
LOG0010592,blk_291786847,2024-01-01 14:42:39,INFO,db-primary,java-app,55875,Database query executed in 12ms,2024-01-01 14:42:39 INFO [db-primary] java-app[55875]: Database query executed in 12ms,Normal,0
LOG0010593,blk_726675473,2024-01-01 14:42:43,DEBUG,db-replica,java-app,54917,Network throughput normal,2024-01-01 14:42:43 DEBUG [db-replica] java-app[54917]: Network throughput normal,Normal,0
LOG0010594,blk_865466101,2024-01-01 14:42:45,WARN,db-replica,kernel,5112,Config reload successful,2024-01-01 14:42:45 WARN [db-replica] kernel[5112]: Config reload successful,Normal,0
LOG0010595,blk_348471769,2024-01-01 14:42:50,WARN,app-server,sshd,25854,Database query executed in 12ms,2024-01-01 14:42:50 WARN [app-server] sshd[25854]: Database query executed in 12ms,Normal,0
LOG0010596,blk_673265710,2024-01-01 14:42:56,INFO,app-server,kernel,48814,Memory usage normal 45 percent,2024-01-01 14:42:56 INFO [app-server] kernel[48814]: Memory usage normal 45 percent,Normal,0
LOG0010597,blk_219221741,2024-01-01 14:43:00,INFO,app-server,mysqld,21434,Config reload successful,2024-01-01 14:43:00 INFO [app-server] mysqld[21434]: Config reload successful,Normal,0
LOG0010598,blk_807176546,2024-01-01 14:43:05,WARN,server-02,systemd,5854,User login successful,2024-01-01 14:43:05 WARN [server-02] systemd[5854]: User login successful,Normal,0
LOG0010599,blk_109130590,2024-01-01 14:43:10,DEBUG,server-01,network-manager,44519,Network throughput normal,2024-01-01 14:43:10 DEBUG [server-01] network-manager[44519]: Network throughput normal,Normal,0
LOG0010600,blk_468548587,2024-01-01 14:43:19,WARN,app-server,sshd,4761,Memory usage normal 45 percent,2024-01-01 14:43:19 WARN [app-server] sshd[4761]: Memory usage normal 45 percent,Normal,0
LOG0010601,blk_485544596,2024-01-01 14:43:24,INFO,web-01,sshd,24945,Backup completed successfully,2024-01-01 14:43:24 INFO [web-01] sshd[24945]: Backup completed successfully,Normal,0
LOG0010602,blk_762026136,2024-01-01 14:43:27,WARN,web-01,nginx,52217,User login successful,2024-01-01 14:43:27 WARN [web-01] nginx[52217]: User login successful,Normal,0
LOG0010603,blk_678217326,2024-01-01 14:43:34,INFO,db-primary,cron,25954,Cache refresh completed,2024-01-01 14:43:34 INFO [db-primary] cron[25954]: Cache refresh completed,Normal,0
LOG0010604,blk_394243122,2024-01-01 14:43:36,DEBUG,db-primary,sshd,25103,Database query executed in 12ms,2024-01-01 14:43:36 DEBUG [db-primary] sshd[25103]: Database query executed in 12ms,Normal,0
LOG0010605,blk_836960209,2024-01-01 14:43:42,WARN,server-01,network-manager,36265,Database query executed in 12ms,2024-01-01 14:43:42 WARN [server-01] network-manager[36265]: Database query executed in 12ms,Normal,0
